id,url,titre,adresse,categorie,categorie_source,type_projet,montant_initial,montant_actuel,nombre_contributions,nombre_commentaires,nombre_videos,nombre_images,nombre_publications,logique_modele
213680,https://fr.ulule.com/saltie-la-1ere-pate-a-tartiner-salee/,saltie - la 1ere pate a tartiner salee saine et gourmande,marseille,artisanat & cuisine,artisanat_cuisine,prevente,100.0,417.0,112.0,55,1,93,2,vente_produit
216373,https://fr.ulule.com/ouverture-atelier-josepha/,ouverture de l'atelier josepha a rambouillet,none,artisanat & cuisine,artisanat_cuisine,euros,6370.0,2185.0,14.0,5,0,15,0,financement_don
197141,https://fr.ulule.com/crux-snacks/,crux : la premiere marque de nutrition dediee a l'escalade.,valence,artisanat & cuisine,artisanat_cuisine,euros,8000.0,8117.0,106.0,104,1,48,4,financement_don
217634,https://fr.ulule.com/fournil-des-oiseaux/,le fournil des oiseaux,boulc,artisanat & cuisine,artisanat_cuisine,euros,1500.0,1610.0,17.0,11,0,21,0,financement_don
129648,https://fr.ulule.com/coffret-initiation-tricot/,apprends enfin a tricoter !,nantes,artisanat & cuisine,artisanat_cuisine,prevente,80.0,60.0,53.0,35,0,39,1,vente_produit
217575,https://fr.ulule.com/alema_cafe-3/,alema cafe,mehun-sur-yevre,artisanat & cuisine,artisanat_cuisine,euros,3500.0,2675.0,49.0,54,1,17,1,financement_don
218687,https://fr.ulule.com/touslesgoutssontdanslanature/,tous les gouts sont dans la nature,none,artisanat & cuisine,artisanat_cuisine,euros,5300.0,2356.0,34.0,42,1,51,0,financement_don
208766,https://fr.ulule.com/ekhi-vins-biologiques-bouteilles-consignees/,la bouteille de vin qui ne se jette pas !,granville,artisanat & cuisine,artisanat_cuisine,prevente,150.0,256.0,51.0,55,0,44,2,vente_produit
214348,https://fr.ulule.com/l-app-de-cuisine-inspiree-de-tiktok/,l'appli de cuisine inspiree des reseaux sociaux,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,3428.0,20.0,10,1,28,1,financement_don
218062,https://fr.ulule.com/facettes_boulangerie_solaire/,facettes boulangerie solaire,none,artisanat & cuisine,artisanat_cuisine,euros,10000.0,8370.0,110.0,125,0,24,4,financement_don
217738,https://fr.ulule.com/madobordeauxcagnotte/,"mado, le spot ou ca mijote, ca papote et ca regale !",bordeaux,artisanat & cuisine,artisanat_cuisine,euros,5500.0,3575.0,28.0,11,0,18,0,financement_don
217685,https://fr.ulule.com/four-rofco-micro-fournil/,le fournil de memere,none,artisanat & cuisine,artisanat_cuisine,euros,2800.0,820.0,30.0,18,0,11,0,financement_don
217714,https://fr.ulule.com/tiretoiunebuchelyon7/,un nouveau bar a jeux ouvre a lyon 7,lyon,artisanat & cuisine,artisanat_cuisine,euros,15000.0,5315.0,54.0,55,1,34,0,financement_don
212048,https://fr.ulule.com/une-vitrine-pour-hiver-comme-et-the/,la plus belle des vitrines pour nos gateaux gourmands.,avignon,artisanat & cuisine,artisanat_cuisine,euros,2800.0,370.0,11.0,7,0,16,0,financement_don
212448,https://fr.ulule.com/je-soutiens-am_beers/,je soutiens am_beers,pourrieres,artisanat & cuisine,artisanat_cuisine,euros,5500.0,290.0,8.0,8,0,25,0,financement_don
218184,https://fr.ulule.com/elegance-sucree/,des buches pour noel !!!,mouans-sartoux,artisanat & cuisine,artisanat_cuisine,euros,2000.0,2355.0,50.0,38,0,26,0,financement_don
208928,https://fr.ulule.com/lueur-locale/,creer un atelier-boutique ethique au cur de correns,none,artisanat & cuisine,artisanat_cuisine,euros,4000.0,1210.0,21.0,15,0,29,0,financement_don
216466,https://fr.ulule.com/mettons-bokitew-sur-roues--/,mettons bokitew sur roues !,marseille,artisanat & cuisine,artisanat_cuisine,euros,3000.0,1539.0,43.0,27,1,16,1,financement_don
216731,https://fr.ulule.com/le-bon-sens/,le bon sens,montpellier,artisanat & cuisine,artisanat_cuisine,euros,10000.0,2617.0,47.0,54,0,21,0,financement_don
209842,https://fr.ulule.com/malki-biscuits/,malki - le monde en biscuits,hure,artisanat & cuisine,artisanat_cuisine,euros,2500.0,3529.0,44.0,36,0,45,14,financement_don
214498,https://fr.ulule.com/salondethelua/,creation du salon de the lua a dunkerque,dunkerque,artisanat & cuisine,artisanat_cuisine,euros,5000.0,2317.0,52.0,26,0,15,0,financement_don
205995,https://fr.ulule.com/toujours-plus-antik/,pour que le rhum soit toujours plus antik,marseille,artisanat & cuisine,artisanat_cuisine,euros,3000.0,1004.0,17.0,11,1,6,1,financement_don
217275,https://fr.ulule.com/golwos/,brasserie golwos,herrlisheim,artisanat & cuisine,artisanat_cuisine,prevente,560.0,615.0,60.0,82,1,32,0,vente_produit
177143,https://fr.ulule.com/un-sac-isotherme-pas-comme-les-autres/,dounaa sen - un sac isotherme pas comme les autres,valserhone,artisanat & cuisine,artisanat_cuisine,euros,4000.0,1686.0,26.0,37,1,64,0,financement_don
219353,https://fr.ulule.com/patisserie-cake-design/,bienvenue,lyon,artisanat & cuisine,artisanat_cuisine,prevente,50.0,7.0,16.0,12,0,12,0,vente_produit
217226,https://fr.ulule.com/ardent-bouffe-vibes-creole/,ardente - lieu vivant - vibe creole,none,artisanat & cuisine,artisanat_cuisine,euros,10000.0,3470.0,29.0,29,1,39,2,financement_don
217569,https://fr.ulule.com/cookie-therapy-le-coffee-shop-gourmand/,cookie therapy - le coffee shop dealer de cookies,salon-de-provence,artisanat & cuisine,artisanat_cuisine,euros,3500.0,25.0,1.0,1,0,10,0,financement_don
217203,https://fr.ulule.com/eugene-griotte-atelier-de-porcelaine/,"eugene griotte, atelier de porcelaine, fete ses trois ans",paris,artisanat & cuisine,artisanat_cuisine,euros,4500.0,1720.0,13.0,12,0,31,0,financement_don
214659,https://fr.ulule.com/riambato/,riambato : l'ecosysteme gourmand de madagascar,paris,artisanat & cuisine,artisanat_cuisine,euros,2500.0,65.0,1.0,65,0,26,0,financement_don
218744,https://fr.ulule.com/besoin-de-votre-coup-de-patte--/,besoin de votre coup de patte !,paris,artisanat & cuisine,artisanat_cuisine,euros,3500.0,185.0,10.0,13,0,17,0,financement_don
216982,https://fr.ulule.com/-cheers-box--les-cocktails-qui-changent-la-soiree/,cheers box les cocktails qui changent la soiree,none,artisanat & cuisine,artisanat_cuisine,euros,3000.0,1415.0,21.0,13,1,30,3,financement_don
218492,https://fr.ulule.com/01k5956z0541793tanbngc24jy/,friandises pour chien 100% vegetal,none,artisanat & cuisine,artisanat_cuisine,euros,4000.0,157.0,9.0,3,0,7,0,financement_don
217388,https://fr.ulule.com/ceercle-le-composteur-design/,composteurs design & colores,lyon,artisanat & cuisine,artisanat_cuisine,prevente,100.0,189.0,107.0,38,1,62,21,vente_produit
211844,https://fr.ulule.com/azur-studio/,azur studio demenage et j'ai besoin de vous !,none,artisanat & cuisine,artisanat_cuisine,euros,4500.0,1655.0,35.0,21,0,30,0,financement_don
217989,https://fr.ulule.com/vis-ta-dolce-vita-en-sandwich/,soutiens la creation d'un foodtruck de sandwichs italiens,none,artisanat & cuisine,artisanat_cuisine,euros,3000.0,510.0,8.0,9,0,44,0,financement_don
219017,https://fr.ulule.com/pizzeria-tence/,pizza ce soir ???!!!,none,artisanat & cuisine,artisanat_cuisine,euros,3000.0,250.0,6.0,4,0,17,0,financement_don
216661,https://fr.ulule.com/salondethepapilles/,papilles ! salon de the de convivialite & patisserie engagee,none,artisanat & cuisine,artisanat_cuisine,euros,3000.0,1105.0,15.0,9,1,28,1,financement_don
216294,https://fr.ulule.com/atelier-de-rhum-arrange-artisanal-/,atelier de rhum arrange artisanal.,pau,artisanat & cuisine,artisanat_cuisine,euros,3500.0,50.0,1.0,2,0,15,0,financement_don
212785,https://fr.ulule.com/sauce-soja-auvergne/,sauce soja d'auvergne,vorey,artisanat & cuisine,artisanat_cuisine,euros,2500.0,1645.0,33.0,26,0,27,3,financement_don
217151,https://fr.ulule.com/bougies-artisanales-d-intention---litho-herbotherapie/,bougies artisanales d'intention - litho/herbotherapie,paris,artisanat & cuisine,artisanat_cuisine,prevente,25.0,2.0,2.0,2,0,20,0,vente_produit
211278,https://fr.ulule.com/une-boulangerie-vivante-/,une boulangerie vivante!,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,7405.0,110.0,104,1,50,10,financement_don
215420,https://fr.ulule.com/folie-royale-le-chocolat/,chocolat pret a boire - pour les pros du bon,annecy,artisanat & cuisine,artisanat_cuisine,euros,8000.0,200.0,2.0,2,0,14,0,financement_don
190048,https://fr.ulule.com/drinks-and-dreams/,"drinks and dreams, boo's ginger beer",ramatuelle,artisanat & cuisine,artisanat_cuisine,euros,4000.0,4960.0,66.0,49,0,37,4,financement_don
214853,https://fr.ulule.com/henry-s-drink/,henry's aperitif,none,artisanat & cuisine,artisanat_cuisine,euros,8000.0,1689.0,35.0,17,1,5,0,financement_don
214742,https://fr.ulule.com/ja-umina-le-mate-comme-au-paraguay/,le premier salon de mate a lyon !,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,378.0,10.0,4,0,27,0,financement_don
209286,https://fr.ulule.com/noirdaillier/,"soutenez noir daillier, lail noir auvergnat pele & seche",vichy,artisanat & cuisine,artisanat_cuisine,prevente,30.0,56.0,35.0,16,2,19,3,vente_produit
196764,https://fr.ulule.com/achat-d-une-dtf/,achat d'une nouvelle imprimante dtf,bormes-les-mimosas,artisanat & cuisine,artisanat_cuisine,euros,3800.0,275.0,7.0,3,0,26,0,financement_don
211933,https://fr.ulule.com/cop-caks/,"cop'caks, food truck rempli de douceurs gourmandes sucrees",rochereau,artisanat & cuisine,artisanat_cuisine,euros,2500.0,790.0,11.0,4,0,21,0,financement_don
206737,https://fr.ulule.com/soutenez-madia-madia-le-marmiton-africain/,soutenez madia madia,none,artisanat & cuisine,artisanat_cuisine,euros,20000.0,470.0,10.0,6,1,12,0,financement_don
182531,https://fr.ulule.com/banasto/,banasto,vergeze,artisanat & cuisine,artisanat_cuisine,euros,2500.0,5610.0,49.0,44,0,54,1,financement_don
214428,https://fr.ulule.com/recyclage-d-electromenager/,reparation et recyclage d'electromenager,marciac,artisanat & cuisine,artisanat_cuisine,euros,8000.0,300.0,11.0,8,0,11,0,financement_don
219436,https://fr.ulule.com/atelier-ovellart/,atelier ovellart,bessens,artisanat & cuisine,artisanat_cuisine,euros,3500.0,5.0,1.0,5,0,14,0,financement_don
207179,https://fr.ulule.com/contribuez-a-mon-reve-sucre/,un labo patisserie creatif a givrand des decembre 2025 !,none,artisanat & cuisine,artisanat_cuisine,euros,7000.0,715.0,28.0,6,0,55,0,financement_don
212169,https://fr.ulule.com/un-nouvel-envol-pour-les-mesanges-bleues/,un nouvel envol pour les mesanges bleues,montreuil,artisanat & cuisine,artisanat_cuisine,euros,4000.0,6015.0,84.0,52,0,22,2,financement_don
213188,https://fr.ulule.com/ouverture-d-un-nouveau-cafe--librairie--bar-a-jeux/,"l'encrier ludique : cafe, librairie & bar a jeux a marseille",marseille,artisanat & cuisine,artisanat_cuisine,euros,600.0,1100.0,33.0,22,6,11,11,financement_don
215317,https://fr.ulule.com/soutenez-maison-m-m-deco--creations-artisanales/,"soutenez maison m.m deco, creations artisanales",none,artisanat & cuisine,artisanat_cuisine,euros,3000.0,470.0,19.0,15,0,13,0,financement_don
218947,https://fr.ulule.com/financement-pour-cap-artisan-verrier/,devenir vitrailliste et developper mon activite pro,none,artisanat & cuisine,artisanat_cuisine,euros,7500.0,50.0,2.0,50,0,16,0,financement_don
217352,https://fr.ulule.com/pour-du-bois-sublime-en-creations-uniques-et-colorees--/,pour du bois sublime en creations uniques et colorees !,neuville-en-ferrain,artisanat & cuisine,artisanat_cuisine,euros,1500.0,25.0,1.0,25,1,42,0,financement_don
212993,https://fr.ulule.com/donnez-un-tour-a-mes-idees/,donnez un tour a mes idees,none,artisanat & cuisine,artisanat_cuisine,euros,1200.0,120.0,4.0,2,0,16,0,financement_don
212840,https://fr.ulule.com/yapluka-mercerie/,vers un nouveau service chez yapluka mercerie,saverne,artisanat & cuisine,artisanat_cuisine,euros,1000.0,1253.0,32.0,19,0,21,8,financement_don
216714,https://fr.ulule.com/caravane-food-truck/,caravane food truck,none,artisanat & cuisine,artisanat_cuisine,euros,7000.0,325.0,4.0,3,0,14,0,financement_don
213411,https://fr.ulule.com/nabela-naissance-d-un-couteau-du-pays/,nabela - naissance d'un couteau du pays basque.,none,artisanat & cuisine,artisanat_cuisine,prevente,30.0,8.0,7.0,2,1,11,0,vente_produit
208999,https://fr.ulule.com/faites-rouler-chez-oskar---/,faites rouler chez oskar,charentilly,artisanat & cuisine,artisanat_cuisine,euros,1000.0,852.0,22.0,15,0,32,5,financement_don
213118,https://fr.ulule.com/des-epices-qui-racontent-une-histoire/,des epices epik qui racontent une histoire,none,artisanat & cuisine,artisanat_cuisine,euros,700.0,750.0,21.0,26,0,12,2,financement_don
214205,https://fr.ulule.com/la-cuisine-en-showvroom/,la cuisine en showvroom !,lens,artisanat & cuisine,artisanat_cuisine,euros,1000.0,1000.0,23.0,21,1,32,2,financement_don
217079,https://fr.ulule.com/-baby-sweetys-un-projet-de-coeur-/,un projet de cur : allier securite et douceur,nimes,artisanat & cuisine,artisanat_cuisine,euros,5000.0,10.0,1.0,10,0,17,1,financement_don
212924,https://fr.ulule.com/developpement-d-une-unite-de-transformation-d-epices-locales/,developpement d'une unite de transformation d'epices locales,none,artisanat & cuisine,artisanat_cuisine,euros,4000.0,10.0,1.0,10,0,15,0,financement_don
215799,https://fr.ulule.com/l-ilofrite---le-food-truck-qui-fait-croustiller/,lilofrite le food truck qui fait croustiller vos envies !,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,100.0,1.0,5,0,9,0,financement_don
208525,https://fr.ulule.com/wariscrowdfunding/,waris restaurant,loos,artisanat & cuisine,artisanat_cuisine,euros,3000.0,3732.0,77.0,40,1,26,2,financement_don
204045,https://fr.ulule.com/morgon-de-toi-cru-beaujolais/,morgon de toi pour ceux quon aime (et pour soi aussi),lyon,artisanat & cuisine,artisanat_cuisine,prevente,20.0,70.0,15.0,12,1,20,7,vente_produit
206928,https://fr.ulule.com/skinlal/,skinlal,none,artisanat & cuisine,artisanat_cuisine,euros,12000.0,653.0,19.0,16,1,23,0,financement_don
212243,https://fr.ulule.com/ludcher-drum-co/,atelier ludcher drum : sauvez un savoir-faire en peril,none,artisanat & cuisine,artisanat_cuisine,euros,17000.0,420.0,15.0,4,0,16,0,financement_don
215342,https://fr.ulule.com/-le-pain-c-est-la-vie--sans-don/,boulangerie aud'la de saveurs,strasbourg,artisanat & cuisine,artisanat_cuisine,euros,5000.0,110.0,5.0,4,0,13,0,financement_don
214246,https://fr.ulule.com/le-royaume-des-bouilles/,le royaume des bouilles,chinon,artisanat & cuisine,artisanat_cuisine,euros,150.0,150.0,7.0,3,0,19,0,financement_don
215563,https://fr.ulule.com/artisans-table-francaise/,un site pour valoriser les artisans de la table francaise,marseille,artisanat & cuisine,artisanat_cuisine,euros,3800.0,10.0,1.0,10,0,6,0,financement_don
206645,https://fr.ulule.com/dambiereinvestir/,dam biere & la biere deauville: l'aventure continue ensemble,none,artisanat & cuisine,artisanat_cuisine,euros,9000.0,10675.0,65.0,27,1,21,12,financement_don
206252,https://fr.ulule.com/restaurant-japan-yakiniku/,restaurant japan yakiniku,none,artisanat & cuisine,artisanat_cuisine,euros,20000.0,1.0,1.0,1,0,21,0,financement_don
205347,https://fr.ulule.com/la-cabane-du-vigneron/,"un restaurant de vins, de saison & de passion !",royer,artisanat & cuisine,artisanat_cuisine,euros,1500.0,1837.0,24.0,18,1,21,8,financement_don
210587,https://fr.ulule.com/coq-en-pates-boutique/,"le coq en pates, la boutique!",compiegne,artisanat & cuisine,artisanat_cuisine,euros,1000.0,1130.0,16.0,8,0,15,1,financement_don
209917,https://fr.ulule.com/salon-de-the-itinerant/,patisserie healthy : un salon de the mobile et olfactif !,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,171.0,9.0,7,0,10,0,financement_don
207069,https://fr.ulule.com/dar-noa/,dar noa : reinventons la street food tunisienne !,none,artisanat & cuisine,artisanat_cuisine,euros,12000.0,3500.0,16.0,10,0,11,0,financement_don
207811,https://fr.ulule.com/lancement-marque-ambelya/,lancement de ma marque ambelya,ceret,artisanat & cuisine,artisanat_cuisine,euros,1000.0,351.0,14.0,12,0,13,0,financement_don
207318,https://fr.ulule.com/reouverture-restaurant-peujard/,reouvrir le restaurant de peujard,peujard,artisanat & cuisine,artisanat_cuisine,euros,4000.0,60.0,3.0,60,0,14,0,financement_don
205116,https://fr.ulule.com/le-357-restaurant/,le 357 restaurant-soulfood- jazz/soul paris,paris,artisanat & cuisine,artisanat_cuisine,euros,5000.0,610.0,16.0,10,0,17,0,financement_don
161160,https://fr.ulule.com/nouveau-four-chez-celine/,un nouveau four pour du bon pain,brasseuse,artisanat & cuisine,artisanat_cuisine,euros,2500.0,500.0,12.0,7,0,28,1,financement_don
183764,https://fr.ulule.com/boutique-de-chimney-cake/,boutique de chimney cake,toulouse,artisanat & cuisine,artisanat_cuisine,euros,5000.0,5.0,1.0,5,1,14,0,financement_don
203816,https://fr.ulule.com/confiture-verger-sauvage-68/,"verger sauvage, la confiture au service de la nature",traubach-le-haut,artisanat & cuisine,artisanat_cuisine,euros,4000.0,4035.0,56.0,30,1,16,6,financement_don
209773,https://fr.ulule.com/entreprise-artisanale--familiale--et-engagement-local/,"entreprise artisanale, familiale, et engagement local",none,artisanat & cuisine,artisanat_cuisine,euros,9900.0,35.0,2.0,1,1,24,0,financement_don
202140,https://fr.ulule.com/jouffly-donuts-vegan/,jouffly - donuts vegan made in france,laval,artisanat & cuisine,artisanat_cuisine,prevente,86.0,99.0,57.0,44,1,25,5,vente_produit
198445,https://fr.ulule.com/barbasaak-barbecue/,barbasaak : un barbecue unique et familial,fontainebleau,artisanat & cuisine,artisanat_cuisine,euros,5000.0,10.0,1.0,10,0,20,0,financement_don
204684,https://fr.ulule.com/hy-cagnotte/,renovation d'un citroen hy de 1975 en bar ambulant,none,artisanat & cuisine,artisanat_cuisine,euros,2000.0,1025.0,17.0,8,0,18,0,financement_don
199900,https://fr.ulule.com/astis/,soutenez le retour de la minute gourmande a astis,navailles-angos,artisanat & cuisine,artisanat_cuisine,euros,4000.0,2360.0,47.0,26,0,15,0,financement_don
206895,https://fr.ulule.com/participez-a-l-installation-d-une-agricultrice-ambitieuse/,soutenez mon projet d'eco-paturage avec des lapins,groslay,artisanat & cuisine,artisanat_cuisine,euros,3000.0,320.0,10.0,7,0,11,0,financement_don
208171,https://fr.ulule.com/boulangerie-patisserie-reims/,une boulangerie authentique au cur de reims,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,2.0,1.0,1,0,7,0,financement_don
200431,https://fr.ulule.com/mettez-la-cerise-sur-le-gateau-de-mon-projet--/,mettez la cerise sur le gateau de mon projet !,none,artisanat & cuisine,artisanat_cuisine,euros,4000.0,375.0,16.0,4,0,21,0,financement_don
197040,https://fr.ulule.com/coffee-jl/,"coffee jl, notre coffee shop gourmand a orleans",orleans,artisanat & cuisine,artisanat_cuisine,euros,4500.0,234.0,5.0,5,0,23,0,financement_don
193936,https://fr.ulule.com/01j6hewyc3vh6sm5s8pjbt2a1a/,maison fernand : la patisserie francaise s'invite a rio !,none,artisanat & cuisine,artisanat_cuisine,euros,3000.0,2175.0,24.0,12,0,20,0,financement_don
205758,https://fr.ulule.com/l-envol-des-petites-mains-du-bonheur/,l'envol des petites mains du bonheur,none,artisanat & cuisine,artisanat_cuisine,euros,6000.0,145.0,3.0,2,0,13,0,financement_don
203522,https://fr.ulule.com/aidez-moi-a-lancer--lulu-et-ses-cousettes/,"aidez moi a lancer ""lulu et ses cousettes""",none,artisanat & cuisine,artisanat_cuisine,euros,1500.0,1514.0,27.0,9,0,24,3,financement_don
201215,https://fr.ulule.com/-contribuye-a-la-magia-/,contribuye a la magia!,none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,2494.0,30.0,17,0,16,0,financement_don
202990,https://fr.ulule.com/portage-de-repas-fait-maison-a-domicile-pour-nos-aines/,portage de repas fait maison a domicile,reims,artisanat & cuisine,artisanat_cuisine,euros,3000.0,685.0,15.0,13,0,12,0,financement_don
198552,https://fr.ulule.com/soutenez-un-artisan-engage-pour-un-avenir-durable--/,soutenez un artisan engage pour un avenir durable !,le soulie,artisanat & cuisine,artisanat_cuisine,euros,10000.0,225.0,3.0,2,0,31,0,financement_don
200313,https://fr.ulule.com/collectifsprague-ateliers-du-bout-du-monde/,les ateliers du bout du monde - venue de razieh hosseini.,none,artisanat & cuisine,artisanat_cuisine,euros,1500.0,2007.0,37.0,28,1,26,0,financement_don
204864,https://fr.ulule.com/entre-wicca-et-felins/,un lieu unique entre wicca et felins !,essomes-sur-marne,artisanat & cuisine,artisanat_cuisine,euros,60000.0,10.0,1.0,1,0,6,0,financement_don
196864,https://fr.ulule.com/le-coup-de-pouce-gourmand/,le coup de pouce aux delices d'alex,quissac,artisanat & cuisine,artisanat_cuisine,euros,1000.0,1200.0,18.0,20,0,18,1,financement_don
188838,https://fr.ulule.com/gourmandises-de-gaelle/,collecte pour donner des ailes aux gourmandises de gaelle,none,artisanat & cuisine,artisanat_cuisine,euros,2000.0,2205.0,51.0,36,1,15,1,financement_don
204210,https://fr.ulule.com/donburi-house-a-besoins-de-vous/,aidez nous a continuer !,toury,artisanat & cuisine,artisanat_cuisine,euros,1800.0,5.0,1.0,2025,0,11,0,financement_don
194774,https://fr.ulule.com/soutenircocotte-cantinegourmande/,soutenez cocottes gourmandes - cantine francaise,paris,artisanat & cuisine,artisanat_cuisine,euros,5000.0,2955.0,28.0,32,0,17,6,financement_don
201786,https://fr.ulule.com/snacking-ambulant/,fond pour projet snacking ambulant,lorgues,artisanat & cuisine,artisanat_cuisine,euros,5000.0,55.0,2.0,1,0,8,0,financement_don
199511,https://fr.ulule.com/-lumiere-sur-un-reve---soutenez-la-creation-de-mes-bougies-n/,lumiere sur un reve,soustons,artisanat & cuisine,artisanat_cuisine,euros,5000.0,105.0,6.0,1,0,21,1,financement_don
202125,https://fr.ulule.com/monvin-paris-artisanat/,monvin paris l'artisanat au service du vin,paris,artisanat & cuisine,artisanat_cuisine,euros,1000.0,6.0,6.0,5,0,11,0,financement_don
200291,https://fr.ulule.com/creation-d-un-cafe-couture-avec-mercerie-a-la-vente/,creation d'un cafe couture avec mercerie a la vente,bourg de peage,artisanat & cuisine,artisanat_cuisine,euros,1500.0,1210.0,8.0,7,0,11,0,financement_don
191539,https://fr.ulule.com/bread-trotter/,bread trotter : a la decouverte des pains du monde,none,artisanat & cuisine,artisanat_cuisine,euros,9000.0,256.0,14.0,5,1,11,0,financement_don
190997,https://fr.ulule.com/mangez-bio-et-local/,accueil a la ferme de guernalay,la foret-fouesnant,artisanat & cuisine,artisanat_cuisine,euros,25000.0,290.0,7.0,2,0,18,0,financement_don
197070,https://fr.ulule.com/nyaare_financement/,nyaare dream gourmet financement,strasbourg,artisanat & cuisine,artisanat_cuisine,euros,5000.0,200.0,5.0,5,0,11,0,financement_don
194079,https://fr.ulule.com/roseetsucrebesoin/,besoin d'un velo cargo pour vendre des delices syriens !,grenoble,artisanat & cuisine,artisanat_cuisine,euros,3000.0,3070.0,41.0,43,1,13,1,financement_don
194830,https://fr.ulule.com/smile-les-sables/,smile : brunch & coffee shop aux sables d'olonne,none,artisanat & cuisine,artisanat_cuisine,euros,6000.0,3056.0,35.0,13,0,23,0,financement_don
193100,https://fr.ulule.com/coffrets-epices-miel-de-madagascar/,"madagascar en coffret : epices, miel et vanille a deguster",nevers,artisanat & cuisine,artisanat_cuisine,euros,400.0,515.0,8.0,12,0,45,3,financement_don
196313,https://fr.ulule.com/recolter-des-fonds-pour-notre-foodtruck/,foodtruck en route !,creteil,artisanat & cuisine,artisanat_cuisine,euros,18000.0,1.0,1.0,1,0,7,0,financement_don
194305,https://fr.ulule.com/les-gourmandises-de-natacha/,les gourmandises de natacha,eichhoffen,artisanat & cuisine,artisanat_cuisine,euros,3500.0,465.0,8.0,3,0,13,0,financement_don
196426,https://fr.ulule.com/financement-materiel-de-fabrication/,developpement d'une micro-entreprise d'artisanat,douai,artisanat & cuisine,artisanat_cuisine,euros,1000.0,25.0,1.0,1,1,18,0,financement_don
195307,https://fr.ulule.com/creation-personnalisation-cadeau/,creation personnalisation cadeau,fegreac,artisanat & cuisine,artisanat_cuisine,euros,4000.0,10.0,1.0,1,0,26,0,financement_don
194625,https://fr.ulule.com/vkusno/,vkusnyashka,paris,artisanat & cuisine,artisanat_cuisine,euros,5000.0,200.0,5.0,2,1,17,0,financement_don
192116,https://fr.ulule.com/florance/,flo /rance: chef pizzaiolo a domicile.,matignon,artisanat & cuisine,artisanat_cuisine,euros,6000.0,1.0,1.0,1,1,7,0,financement_don
191398,https://fr.ulule.com/afrikan-burger/,afrikan burger,malakoff,artisanat & cuisine,artisanat_cuisine,euros,7000.0,1760.0,14.0,14,0,11,1,financement_don
187475,https://fr.ulule.com/incendie-torrefacteurs-normands/,"suite a l'incendie, aidez les torrefacteurs normands",rouen,artisanat & cuisine,artisanat_cuisine,euros,15000.0,15200.0,179.0,95,0,10,0,financement_don
194824,https://fr.ulule.com/lancement-officiel-oceane-patisserie/,lancement officiel oceane patisserie,annecy,artisanat & cuisine,artisanat_cuisine,euros,3500.0,575.0,9.0,3,0,18,0,financement_don
192839,https://fr.ulule.com/super-cagnotte-pastekman/,super cagnotte pastekman,none,artisanat & cuisine,artisanat_cuisine,euros,8000.0,175.0,12.0,8,1,10,3,financement_don
192100,https://fr.ulule.com/wes-509-restaurant-caribeen/,wes 509 - le bon gout du creole (restaurant caribeen),mesnil-en-ouche,artisanat & cuisine,artisanat_cuisine,euros,5509.0,800.0,14.0,10,0,27,0,financement_don
191272,https://fr.ulule.com/la-popote-d-elo/,aidez la vielle caravane de cendrillon a devenir food truck,varces-allieres-et-risset,artisanat & cuisine,artisanat_cuisine,euros,500.0,790.0,8.0,10,0,17,1,financement_don
191792,https://fr.ulule.com/projet-khilana/,khilana,seignosse,artisanat & cuisine,artisanat_cuisine,euros,100.0,100.0,4.0,2,0,21,0,financement_don
178989,https://fr.ulule.com/des-yaourt-de-brebis-zero-dechets/,des yaourt de brebis zero dechets,saint-agnant-pres-crocq,artisanat & cuisine,artisanat_cuisine,euros,5000.0,1225.0,30.0,29,0,16,0,financement_don
187474,https://fr.ulule.com/l-atelier---la-patisserie-ig-bas/,peps / preparez des emotions pour vos sens,puteaux,artisanat & cuisine,artisanat_cuisine,euros,800.0,830.0,19.0,21,0,11,1,financement_don
186099,https://fr.ulule.com/la-taverne-de-laiga/,la taverne de l'aiga cuisine locale et ethique,pied-de-borne,artisanat & cuisine,artisanat_cuisine,euros,5000.0,5340.0,59.0,33,0,12,1,financement_don
191578,https://fr.ulule.com/01j1t2bqb3sarts9srk6kqys4e/,creation et fabrication de bougies artisanale,vaubexy,artisanat & cuisine,artisanat_cuisine,euros,800.0,50.0,1.0,1,1,7,0,financement_don
189298,https://fr.ulule.com/la-part-du-lion/,"la part du lion, le burger 100% maison",toulouse,artisanat & cuisine,artisanat_cuisine,euros,7500.0,45.0,2.0,2,0,9,0,financement_don
159071,https://fr.ulule.com/le-caribeen/,"le caribeen, evasion sur les iles en ile-de-france",lieusaint,artisanat & cuisine,artisanat_cuisine,euros,20000.0,2270.0,28.0,3,1,23,0,financement_don
183565,https://fr.ulule.com/food-truck-chez-les-copines/,"food truck ""chez les copines""",none,artisanat & cuisine,artisanat_cuisine,euros,5000.0,1485.0,49.0,27,0,15,2,financement_don
184695,https://fr.ulule.com/lebraconnier/,nos bieres en fut et en pression,none,artisanat & cuisine,artisanat_cuisine,euros,6000.0,6000.0,87.0,76,1,20,1,financement_don
